<<<<<<< HEAD
demandId,sourceId,sinkId,demandVolume,arriveTime
1192,4246,4059,75,42
1193,260,446,75,33
1194,237,2607,50,31
1195,887,1238,100,29
1196,859,1454,100,15
1197,2656,3101,100,26
1198,535,540,75,20
1199,464,328,100,26
1200,911,1384,50,38
1201,677,4352,50,8
1202,393,445,50,49
1203,756,687,100,35
1204,1264,1620,50,8
1205,657,3991,50,26
1206,73,65,50,48
1207,673,4988,50,33
1208,3371,1969,100,25
1209,3310,2568,75,7
1210,4676,4528,75,24
1211,762,666,50,40
1212,1670,4338,100,40
1213,4195,4054,100,14
1214,3203,3540,50,9
1215,1035,1501,50,26
1216,472,295,75,48
1217,4632,4444,50,44
1218,437,545,100,27
1219,3622,3638,100,15
1220,1629,1785,75,32
1221,3521,2091,50,20
1222,4096,4602,100,39
1223,280,443,100,4
1224,4277,4079,75,29
1225,103,4787,75,17
1226,478,418,50,15
1227,248,132,50,14
1228,3636,5000,100,42
1229,3879,3956,50,45
1230,1597,1428,100,46
1231,2827,2714,50,42
1232,2712,2573,50,21
1233,1250,1551,50,50
1234,4097,4371,100,9
1235,2157,2839,100,25
1236,1318,851,75,6
1237,3988,3628,50,24
1238,1668,1719,100,15
1239,2693,2322,75,37
1240,409,367,75,38
1241,658,4841,100,36
1242,4175,4224,75,10
1243,473,681,50,20
1244,4331,4274,50,39
1245,2264,3072,75,48
1246,4840,4852,75,16
1247,1678,4332,75,43
1248,1586,1000,100,17
1249,4937,4993,50,47
1250,4717,4465,100,27
1251,485,399,100,46
1252,2787,3137,100,27
1253,461,339,100,7
1254,1611,776,50,4
1255,2550,3436,75,50
1256,159,15,50,14
1257,2346,2072,50,27
1258,237,4311,75,1
1259,10,4124,100,45
1260,1222,1465,100,1
1261,2230,2212,75,35
1262,3139,2627,75,30
1263,755,3729,50,21
1264,348,258,75,44
1265,4121,4534,75,38
1266,1579,1346,100,42
1267,4778,4816,100,3
1268,4466,4796,100,24
1269,1849,1813,100,10
1270,750,4742,75,33
1271,3132,2563,75,39
1272,1621,1271,50,10
1273,2259,2132,75,36
1274,2592,3318,50,44
1275,3186,1925,50,1
1276,4436,4474,100,46
1277,4849,4949,75,24
1278,4973,4960,50,29
1279,3053,2110,50,7
1280,1637,1853,75,11
1281,146,33,100,25
1282,1395,863,75,46
1283,3764,4933,50,13
1284,1325,1134,50,12
1285,3783,3943,75,32
1286,638,645,75,4
1287,507,264,100,50
1288,2745,3556,50,11
1289,456,482,100,20
1290,124,246,75,42
1291,2124,3335,100,37
1292,357,3883,100,31
1293,694,3299,75,49
1294,766,4833,50,46
1295,2806,2640,75,50
1296,4223,4219,100,12
1297,1123,1615,100,22
1298,2645,2509,75,37
1299,4535,4587,75,48
1300,2244,3060,75,4
1301,1353,1486,100,41
1302,993,1082,50,16
1303,265,274,100,28
1304,2731,3586,75,43
1305,1630,1792,50,4
1306,2715,2913,50,30
1307,60,46,100,13
1308,3495,2146,75,29
1309,172,234,50,13
1310,4340,4336,100,33
1311,2530,3026,75,9
1312,88,3895,75,25
1313,3751,3677,100,29
1314,1013,1196,75,6
1315,4056,4407,50,10
1316,1762,1676,75,35
1317,2816,1918,75,46
1318,659,575,50,13
1319,1670,1686,50,1
1320,2238,2255,50,34
1321,4801,4941,50,23
1322,3679,3626,75,15
1323,4504,4708,50,47
1324,1876,3273,100,44
1325,312,315,50,36
1326,1147,1107,50,40
1327,418,495,75,40
1328,3309,3282,100,8
1329,1959,3319,100,29
1330,4862,4836,50,10
1331,3950,3901,50,2
1332,193,3114,75,43
1333,1861,4349,100,33
1334,1288,1049,100,12
1335,4079,4388,50,10
1336,2212,3347,100,28
1337,822,948,50,45
1338,2967,2129,75,22
1339,4169,4121,75,34
1340,1025,857,75,9
1341,2438,3209,50,0
1342,737,766,75,8
1343,653,638,50,4
1344,3303,1888,100,28
1345,3968,3598,50,35
1346,1971,2435,75,8
1347,4517,4832,100,30
1348,225,4903,75,43
1349,4493,4565,50,27
1350,1562,1544,100,45
1351,429,282,50,31
1352,1873,3265,100,44
1353,177,1812,75,48
1354,1615,1217,50,40
1355,1860,1778,75,20
1356,2138,3440,50,10
1357,83,46,100,46
1358,4403,4432,100,20
1359,1389,808,75,21
1360,529,990,50,43
1361,3726,3718,100,1
1362,1839,4846,50,23
1363,2200,2176,50,2
1364,3695,3652,100,7
1365,29,188,100,19
1366,4265,4253,100,34
1367,4048,3612,75,45
1368,2181,2040,50,8
1369,3777,3622,75,11
1370,1548,1569,50,44
1371,2771,2751,50,0
1372,1080,1386,50,26
1373,3030,2721,50,28
1374,1386,1152,50,8
1375,939,1161,50,20
1376,4112,4097,50,9
1377,601,747,100,41
1378,758,735,100,14
1379,3292,2524,50,45
1380,719,677,50,42
1381,4045,4461,75,43
1382,3084,3275,50,40
1383,3800,3667,75,12
1384,4012,3956,75,21
1385,3266,2646,50,36
1386,1113,1591,50,27
1387,618,663,100,9
1388,445,1799,100,1
1389,2328,2370,100,7
1390,1601,802,75,45
1391,297,4481,75,14
1392,1800,1764,50,27
1393,137,190,75,39
1394,1473,1773,75,35
1395,3498,2796,75,46
1396,3343,3501,100,19
1397,3763,4543,50,15
1398,1146,1344,50,0
1399,4253,4249,75,23
1400,3459,4904,75,16
1401,3812,3698,50,1
1402,41,4821,75,6
1403,1766,1807,75,25
1404,2548,4368,75,37
1405,676,2047,75,0
1406,462,1781,50,43
1407,3782,3886,100,18
1408,1224,953,75,50
1409,4447,4673,100,21
1410,580,1012,100,1
1411,2111,2412,50,21
1412,754,619,100,41
1413,2410,3200,50,31
1414,1578,928,75,19
1415,155,4603,50,37
1416,286,3823,75,44
1417,1555,1235,50,33
1418,4950,4780,50,37
1419,3364,2117,50,18
1420,2597,2210,50,7
1421,640,732,75,0
1422,543,401,75,1
1423,1602,1440,100,39
1424,4662,4699,75,39
1425,1463,1433,100,45
1426,1641,3649,75,6
1427,2203,3195,100,46
1428,4064,4953,50,7
1429,4040,3971,75,10
1430,485,4288,100,21
1431,2687,3264,75,10
1432,1246,770,100,15
1433,4771,4464,100,10
1434,3950,4623,50,42
1435,1316,4473,100,3
1436,4607,4773,75,32
1437,4785,4782,100,12
1438,1848,3265,75,41
1439,625,593,75,40
1440,2267,2113,75,15
1441,2332,3042,75,17
1442,601,741,100,3
1443,3947,3636,100,45
1444,802,970,75,31
1445,2576,2586,75,11
1446,2668,2228,75,47
1447,96,693,100,12
1448,4178,4228,100,23
1449,3128,2589,50,49
1450,4401,4550,50,5
1451,344,584,50,21
1452,3818,3708,50,20
1453,1301,1384,75,32
1454,187,243,100,27
1455,4165,4233,50,29
1456,1204,856,75,45
1457,4896,4877,100,35
1458,236,24,100,11
1459,2887,3481,75,2
1460,1835,4133,50,5
1461,453,1947,75,17
1462,2187,2679,100,37
1463,3554,3001,50,15
1464,4949,4919,50,16
1465,858,1271,75,34
1466,4274,4414,100,0
1467,2396,3464,100,48
1468,1220,1538,100,30
1469,601,722,50,34
1470,340,728,75,4
1471,3412,3112,75,8
1472,4864,4919,50,38
1473,2183,4419,50,23
1474,4375,4996,100,21
1475,3773,3799,100,49
1476,1399,1112,75,42
1477,2665,2364,100,23
1478,3996,4686,100,11
1479,292,4772,50,20
1480,461,509,100,50
1481,4055,4300,75,36
1482,1339,1079,75,28
1483,2531,2172,75,28
1484,2318,3454,75,38
1485,1985,2909,100,5
1486,2337,3037,50,43
1487,1797,2616,50,50
1488,1050,1576,75,37
1489,1693,1774,100,14
1490,1408,1442,50,45
1491,395,294,75,48
1492,3936,3767,75,29
1493,1350,1453,75,9
1494,3895,3700,75,16
1495,2885,2600,75,49
1496,245,1834,100,6
1497,610,589,50,24
1498,782,839,50,35
1499,2064,2146,100,22
1500,415,295,100,36
1501,2366,4436,75,2
1502,4758,4647,50,22
1503,2797,2699,100,10
1504,4683,4551,50,7
1505,2858,2341,50,12
1506,3445,2247,75,45
1507,3250,3433,100,38
1508,4954,4923,75,3
1509,1788,4897,50,32
1510,2353,3589,50,17
1511,1413,1468,75,27
1512,4599,4544,100,47
1513,453,426,50,8
1514,172,94,100,32
1515,586,576,100,36
1516,1635,1827,100,37
1517,3731,3736,100,46
1518,2449,2850,50,0
1519,72,216,100,31
1520,1172,4854,75,24
1521,2759,2884,50,47
1522,3082,2789,50,47
1523,215,4009,50,46
1524,4659,4458,100,38
1525,1634,1733,100,30
1526,992,1248,100,38
1527,2658,2425,50,29
1528,2819,2771,50,40
1529,4341,4384,75,44
1530,2646,2324,75,3
1531,190,239,50,13
1532,1125,879,100,43
1533,1190,1457,75,47
1534,847,1088,100,33
1535,4758,4727,100,22
1536,702,4253,50,32
1537,1440,1212,75,46
1538,4968,4843,100,35
1539,736,1685,100,32
1540,841,1577,75,32
1541,3654,4254,100,6
1542,2368,3410,100,49
1543,4184,4193,75,49
1544,1355,1043,50,36
1545,266,4910,75,25
1546,4410,4339,100,15
1547,1374,1103,50,45
1548,731,668,100,0
1549,1356,1452,100,0
1550,3986,4909,75,15
1551,4492,4568,75,37
1552,4970,4922,75,39
1553,346,316,100,39
1554,246,1101,100,41
1555,4230,4150,75,50
1556,2713,2626,75,20
1557,3659,4031,75,43
1558,6,22,100,42
1559,2491,2649,75,19
1560,372,691,75,7
1561,183,55,50,28
1562,733,664,75,37
1563,2597,2950,50,47
1564,2545,3060,75,8
1565,2833,1872,75,40
1566,3519,2029,75,18
1567,3703,4087,100,14
1568,1705,1677,75,49
1569,1728,1685,75,22
1570,1322,1330,100,6
1571,4203,4145,100,25
1572,3241,3385,50,46
1573,4151,4210,75,15
1574,1183,979,75,37
1575,119,231,100,32
1576,3386,3287,50,39
1577,3468,3550,100,21
1578,161,73,100,40
1579,1538,1363,100,36
1580,303,711,100,3
1581,2453,1999,75,38
1582,805,1076,100,50
1583,925,1000,100,27
1584,3779,3616,75,32
1585,4364,4195,75,28
1586,1743,1821,100,48
1587,4440,4133,50,43
1588,585,705,75,21
1589,9,69,75,42
1590,2088,2309,100,4
1591,12,113,75,30
1592,2771,2006,100,19
1593,655,746,50,19
1594,4446,4665,100,2
1595,502,702,75,44
1596,3753,3719,50,3
1597,89,1700,75,41
1598,847,944,100,6
1599,3006,4573,100,29
1600,378,796,75,24
1601,3490,2137,50,43
1602,2806,2007,100,12
1603,3525,4449,75,42
1604,2202,3223,50,41
1605,1149,826,100,0
1606,4263,4184,75,32
1607,3362,3457,100,13
1608,1793,3170,75,37
1609,1033,1190,50,9
1610,3899,4033,50,12
1611,1162,1135,100,45
1612,1218,924,100,20
1613,2171,2563,75,0
1614,4533,4520,50,12
1615,176,198,75,37
1616,3327,2389,100,38
1617,384,670,75,8
1618,1354,1554,100,21
1619,309,1662,100,49
1620,4806,4911,50,46
1621,2350,3295,50,14
1622,2719,3521,50,48
1623,3617,4394,50,43
1624,233,1969,75,20
1625,1703,3947,50,10
1626,2329,3093,75,15
1627,386,439,75,44
1628,1549,879,100,45
1629,912,1271,75,7
1630,385,4832,75,39
1631,788,1136,75,9
1632,331,574,75,38
1633,2524,3271,100,3
1634,3191,4636,50,8
1635,357,3383,50,15
1636,3540,2268,75,30
1637,1076,1220,75,4
1638,157,674,75,27
1639,1759,3898,100,21
1640,1698,1747,50,37
1641,1150,1395,50,45
1642,3942,3770,75,20
1643,3752,3689,75,22
1644,2395,3145,100,28
1645,1204,1416,50,9
1646,1379,1525,50,2
1647,956,1230,75,7
1648,1710,3495,75,16
1649,4731,4519,50,12
1650,462,436,75,19
1651,700,580,75,50
1652,1814,1866,75,36
1653,2107,2014,75,30
1654,4262,4163,75,7
1655,2514,3419,50,6
1656,2344,2760,100,36
1657,3531,2183,50,42
1658,1404,1507,100,5
1659,3684,3613,100,9
1660,390,521,75,43
1661,2563,2066,100,48
1662,3706,3927,50,26
1663,4074,4191,75,1
1664,4166,4412,75,47
1665,43,2230,75,6
1666,89,4091,50,10
1667,1445,882,50,34
1668,2759,2980,100,15
1669,2690,2478,100,45
1670,57,4323,100,1
1671,1987,2665,75,24
1672,903,1624,75,18
1673,22,456,75,35
1674,4695,4667,100,22
1675,3571,2510,50,42
1676,3790,3918,50,16
1677,4645,4600,75,23
1678,657,731,75,21
1679,951,881,100,21
1680,2761,3524,50,8
1681,351,266,75,13
1682,403,341,100,21
1683,3497,2098,75,0
1684,2914,3031,75,31
1685,2097,2052,75,49
1686,2182,3558,100,38
1687,3084,3123,100,19
1688,2065,3202,50,14
1689,2095,3374,100,8
1690,479,474,75,26
1691,3973,3678,50,36
1692,436,358,100,38
1693,2264,2982,50,16
1694,4053,4216,100,26
1695,1674,1698,50,1
1696,2349,2994,100,11
1697,4724,4523,100,47
1698,3679,4389,50,25
1699,3623,3622,100,24
1700,2753,2203,100,42
1701,1016,4168,50,27
1702,2291,2895,100,1
1703,3485,2285,50,43
1704,3397,2038,50,9
1705,3160,2978,50,36
1706,948,2682,75,23
1707,1332,1079,75,43
1708,1,4090,50,25
1709,3488,2189,50,29
1710,1390,923,100,2
1711,2908,3365,75,41
1712,593,4677,75,1
1713,3624,3862,100,4
1714,3433,3375,75,43
1715,208,669,50,11
1716,280,474,50,3
1717,4014,3889,50,37
1718,2970,2938,50,16
1719,2413,2374,75,39
1720,2824,3110,50,29
1721,2811,2898,75,38
1722,1780,1736,75,10
1723,2373,2976,50,24
1724,1756,1674,50,46
1725,78,201,50,35
1726,3551,2685,100,12
1727,3905,4037,100,15
1728,4122,4217,100,14
1729,1286,1374,100,47
1730,4616,4607,100,4
1731,1212,1410,100,38
1732,3969,3744,50,36
1733,3112,4452,75,50
1734,2160,3434,100,39
1735,2491,1996,50,7
1736,2679,2860,50,21
1737,235,158,50,1
1738,3013,2588,75,5
1739,4197,4259,50,11
1740,4540,4752,75,2
1741,574,2709,50,35
1742,1236,1298,50,9
1743,598,4256,100,14
1744,2960,2086,100,29
1745,744,1778,75,47
1746,1090,777,75,11
1747,1422,1294,75,49
1748,168,345,50,20
1749,4068,4135,75,39
1750,4786,4877,100,20
1751,1993,1905,75,47
1752,396,1765,100,34
1753,679,4494,75,50
1754,98,22,50,35
1755,1601,1320,50,3
1756,3377,2838,75,12
1757,4106,4335,50,10
1758,4836,4779,100,42
1759,4977,4870,100,44
1760,1,1683,100,47
1761,1728,1823,50,5
1762,440,362,50,26
1763,4867,4875,100,35
1764,3439,3025,50,18
1765,2976,3229,75,26
1766,656,1743,100,26
1767,2850,3344,75,32
1768,3652,4911,100,20
1769,3184,3513,50,47
1770,738,598,75,31
1771,4503,4465,75,0
1772,4596,4570,100,26
1773,1956,2673,100,1
1774,2732,3012,100,27
1775,1605,2634,75,28
1776,4634,4513,50,44
1777,628,634,100,16
1778,2846,2148,75,11
1779,2233,2245,75,29
1780,321,1784,50,28
1781,1417,1430,100,29
1782,1928,2397,100,16
1783,2664,2489,75,31
1784,2534,2630,100,34
1785,2536,2217,75,0
1786,4170,4325,75,0
1787,42,71,100,44
1788,3703,3644,100,17
1789,4357,4080,75,20
1790,897,1441,75,29
1791,292,499,75,49
1792,3665,3916,50,27
1793,1669,3809,50,9
1794,2985,3366,100,32
1795,1711,1811,100,38
1796,2218,2238,75,9
1797,1464,1628,100,19
1798,2508,2075,50,25
1799,4859,4901,100,3
1800,292,286,100,8
1801,282,443,100,50
1802,487,490,50,25
1803,3434,2617,100,46
1804,1665,1705,50,45
1805,3390,3367,100,48
1806,4288,4112,75,16
1807,1592,1351,50,28
1808,1384,975,50,0
1809,1289,1314,75,12
1810,1309,989,75,4
1811,4087,4404,100,33
1812,4318,4359,75,2
1813,805,4314,75,24
1814,2226,3531,100,45
1815,181,3494,75,34
1816,2270,1887,100,0
1817,2244,2515,50,4
1818,892,1222,100,41
1819,3571,3221,75,24
1820,1686,1752,75,30
1821,1641,4103,100,23
1822,4234,4269,100,4
1823,1052,1157,50,29
1824,3818,3972,100,33
1825,1595,1174,50,7
1826,416,372,50,48
1827,3071,3106,75,8
1828,4763,4661,100,43
1829,4467,4753,75,15
1830,1927,3280,75,43
1831,175,246,100,17
1832,120,175,50,25
1833,2974,3085,50,5
1834,2456,2216,100,38
1835,3375,2921,50,39
1836,1536,1626,100,43
1837,3890,3781,75,35
1838,2627,3555,50,33
1839,3168,3322,75,0
1840,3656,3857,100,7
1841,4078,4143,75,0
1842,3063,2815,100,32
1843,3224,3160,100,43
1844,154,4911,75,31
1845,2793,2035,50,23
1846,4738,4711,50,2
1847,4860,4983,75,29
1848,978,1202,100,6
1849,4319,4252,100,3
1850,43,4145,75,18
1851,2297,2949,50,18
1852,4026,3866,50,14
1853,383,509,75,35
1854,141,3764,100,23
1855,4063,4429,100,28
1856,3342,3041,100,24
1857,874,1222,75,44
1858,162,76,50,41
1859,2734,3066,75,26
1860,4243,4097,50,42
1861,3392,2901,50,20
1862,238,7,50,5
1863,2267,2127,50,36
1864,63,124,50,3
1865,385,530,100,30
1866,2839,2497,50,6
1867,4230,4114,75,35
1868,3043,1988,100,23
1869,1765,1833,50,46
1870,2119,1955,50,0
1871,327,411,75,3
1872,2688,2010,50,22
1873,4712,4903,100,18
1874,3663,3817,100,30
1875,2911,3343,50,43
1876,2296,2591,100,14
1877,3310,1882,100,43
1878,3406,3591,100,11
1879,188,3916,50,5
1880,1448,4567,50,43
1881,1727,1839,50,39
1882,3031,2248,75,23
1883,3651,3643,100,50
1884,1462,1395,100,30
1885,676,607,75,41
1886,795,929,75,43
1887,3436,3199,100,41
1888,128,152,100,21
1889,388,389,100,14
1890,2712,2024,100,27
1891,494,423,75,38
1892,1315,1604,100,28
1893,1615,1038,100,19
1894,1660,1638,75,48
1895,1870,2145,50,22
1896,1037,913,50,24
1897,904,1288,100,43
1898,390,4949,100,39
1899,739,694,100,16
1900,983,789,100,41
1901,1959,2724,50,3
1902,1541,1442,75,5
1903,3946,4442,75,18
1904,1316,1548,50,22
1905,3852,4284,100,13
1906,4438,4231,75,18
1907,3570,3438,50,50
1908,3824,3661,100,23
1909,233,4577,50,12
1910,218,752,50,29
1911,2113,3483,100,49
1912,3572,3548,50,28
1913,4016,3609,75,50
1914,4743,4698,75,47
1915,4700,4693,100,49
1916,3203,3398,100,38
1917,3367,2347,75,24
1918,1253,1227,100,7
1919,1005,1501,100,43
1920,58,179,75,49
1921,4266,4063,50,33
1922,580,635,75,21
1923,807,1035,75,49
1924,4171,4095,50,50
1925,3774,3822,75,19
1926,144,34,100,42
1927,2881,3280,50,23
1928,2072,3025,100,19
1929,1566,1012,100,46
1930,3630,4791,75,33
1931,2501,2070,100,5
1932,331,738,75,17
1933,4455,4741,100,39
1934,2177,3392,50,32
1935,1355,1183,50,13
1936,847,1274,75,32
1937,352,620,75,10
1938,4407,4382,75,47
1939,869,877,50,43
1940,1940,2262,75,28
1941,2071,3276,75,16
1942,7,77,75,1
1943,3204,2215,100,39
1944,4458,4457,100,35
1945,3713,3792,75,13
1946,1505,3661,50,16
1947,1733,1768,75,48
1948,239,244,50,20
1949,50,254,50,28
1950,1833,1773,100,37
1951,237,601,50,6
1952,275,489,50,5
1953,362,534,100,3
1954,1952,4432,100,33
1955,4387,4251,75,44
1956,792,1590,50,34
1957,727,3988,75,26
1958,2097,2883,100,27
1959,1594,837,100,39
1960,132,157,100,42
1961,332,373,100,20
1962,1572,901,100,14
1963,711,647,50,4
1964,1683,1862,50,22
1965,3664,3967,100,26
1966,4425,4449,50,32
1967,1610,1223,100,13
1968,2237,2637,50,42
1969,954,1197,75,46
1970,1653,1686,100,12
1971,1733,2029,100,17
1972,2482,3342,100,34
1973,4949,4810,50,48
1974,1806,1720,50,9
1975,1726,1638,50,42
1976,314,421,75,16
1977,1777,4991,50,22
1978,3868,4042,100,31
1979,3738,3967,100,8
1980,2715,2390,50,21
1981,2920,3249,75,18
1982,1155,827,100,10
1983,1763,4189,100,33
1984,1290,1534,75,50
1985,4337,4097,100,6
1986,17,4692,100,39
1987,4118,4095,50,4
1988,207,104,75,30
1989,4936,4808,100,16
1990,604,3734,100,46
1991,2421,2787,100,17
1992,81,887,75,19
1993,4881,4857,75,0
1994,1498,776,75,11
1995,4827,4966,100,15
1996,3388,2171,75,6
1997,630,4441,75,46
1998,259,3623,100,16
1999,2639,2377,100,30
2000,3798,3824,50,5
2001,547,546,75,27
2002,3461,3031,50,29
2003,130,4501,50,31
2004,48,197,75,34
2005,3669,4012,50,17
2006,2280,2803,75,9
2007,2957,3451,100,11
2008,3335,3133,75,28
2009,173,154,75,39
2010,4094,4332,100,33
2011,4875,4838,100,39
2012,142,113,75,37
2013,570,731,100,33
2014,851,4490,75,30
2015,305,542,75,18
2016,2543,2894,75,21
2017,3516,2500,100,16
2018,134,7,75,48
2019,1547,1011,75,4
2020,2782,2526,50,17
2021,3091,2380,50,7
2022,4580,4648,100,8
2023,559,570,100,37
2024,710,730,100,13
2025,743,684,75,0
2026,4700,4814,100,21
2027,3705,4907,100,27
2028,4588,4441,50,44
2029,4513,4458,75,21
2030,2011,2885,100,4
2031,906,1245,100,37
2032,4767,4539,50,16
2033,994,1119,75,15
2034,5,621,100,38
2035,3448,3014,50,7
2036,3304,3761,50,17
2037,653,563,100,18
2038,3759,3769,75,30
2039,1174,884,100,15
2040,238,1783,75,46
2041,476,467,100,22
2042,545,382,75,7
2043,1928,2051,50,23
2044,3681,3694,75,35
2045,219,4793,75,8
2046,713,613,100,8
2047,548,4903,100,15
2048,2533,2327,50,29
2049,417,4873,50,42
2050,4854,4943,75,21
2051,658,653,100,16
2052,3745,4637,100,1
2053,55,705,75,14
2054,1141,1278,50,24
2055,3696,3966,50,8
2056,4184,4172,100,8
2057,4797,4901,75,40
2058,1672,4817,75,15
2059,65,4286,50,3
2060,1230,770,50,28
2061,4412,4250,100,11
2062,4645,4815,100,45
2063,565,1403,75,4
2064,1325,3818,100,26
2065,4371,4202,100,41
2066,4391,4133,50,18
2067,2608,1898,75,29
2068,4803,4982,75,26
2069,2857,2485,50,4
2070,121,4856,50,8
2071,415,3619,100,4
2072,3381,3411,50,34
2073,574,584,100,0
2074,3813,4023,75,34
2075,3774,3675,50,35
2076,2220,1903,75,34
2077,4405,4582,50,25
2078,4011,4798,75,4
2079,510,358,75,44
2080,333,495,75,22
2081,4271,4171,100,32
2082,1779,1830,75,32
2083,4309,4143,75,24
2084,2435,3069,50,22
2085,1634,4879,75,20
2086,4061,4229,100,18
2087,23,4145,50,33
2088,4241,4211,50,10
2089,3634,4002,100,35
2090,797,888,100,33
2091,218,3,50,21
2092,512,4513,50,4
2093,4038,3850,50,42
2094,4827,4817,100,45
2095,2083,3085,100,24
2096,4370,4361,75,37
2097,42,1651,50,20
2098,7,981,100,17
2099,4500,4564,75,37
2100,3398,2070,100,38
2101,3203,3004,100,48
2102,3645,4044,75,11
2103,2186,3425,100,32
2104,721,4756,50,44
2105,133,1654,100,18
2106,1418,1244,75,2
2107,639,4056,75,9
2108,482,432,50,15
2109,3314,2112,50,42
2110,4726,4711,50,43
2111,4319,4433,50,39
2112,665,699,100,35
2113,2826,2097,75,5
2114,219,4066,100,48
2115,3463,3128,50,13
2116,4118,4155,100,10
2117,4353,4376,50,13
2118,504,4901,75,24
2119,2861,2561,100,27
2120,230,1196,75,8
2121,261,351,75,47
2122,3247,3348,75,34
2123,1719,1748,75,8
2124,1637,4059,75,34
2125,1067,965,100,42
2126,647,593,75,11
2127,4252,4351,75,9
2128,4930,4947,100,29
2129,2801,2399,100,24
2130,2664,3508,50,46
2131,2003,2762,50,9
2132,693,763,50,32
2133,724,4967,75,28
2134,303,628,100,14
2135,650,622,75,28
2136,841,1630,50,47
2137,102,187,50,26
2138,4773,4708,50,42
2139,4521,4585,100,14
2140,4498,4934,50,17
2141,907,1062,100,40
2142,834,992,75,48
2143,876,1523,100,45
2144,3630,4008,75,30
2145,4075,4127,50,21
2146,4634,4684,75,11
2147,3957,3873,50,41
2148,4589,4879,50,28
2149,1450,1396,75,41
2150,416,4333,100,49
2151,9,61,50,3
2152,673,1197,75,21
2153,4901,4905,50,21
2154,3480,4658,100,22
2155,164,4682,100,37
2156,1819,1824,75,13
2157,71,4720,50,8
2158,4693,4609,75,14
2159,120,4927,100,40
2160,2905,2069,100,8
2161,1152,1421,50,35
2162,3093,2813,75,28
2163,3601,3670,50,19
2164,1543,1522,100,10
2165,743,4847,75,2
2166,2157,1943,100,9
2167,1923,2811,75,21
2168,4289,4114,75,18
2169,3978,3925,75,33
2170,4968,4834,100,46
2171,3702,3642,100,43
2172,1000,1309,50,37
2173,1219,1070,75,29
2174,674,2532,100,2
2175,2653,1970,75,6
2176,1032,1556,50,26
2177,2692,2170,75,35
2178,542,1761,100,4
2179,230,1193,75,50
2180,660,713,100,26
2181,4157,4812,100,50
2182,363,431,75,25
2183,2689,2842,100,29
2184,700,578,50,33
2185,3346,2900,75,50
2186,1974,4880,75,24
2187,4456,4980,100,0
2188,4708,4642,75,17
2189,825,1477,100,42
2190,1689,1695,75,47
2191,3943,3860,100,27
2192,3449,4813,75,47
2193,3388,2039,50,13
2194,698,4029,50,45
2195,4445,4601,50,39
2196,2526,2710,50,44
2197,3848,3896,50,18
2198,1810,3765,100,38
2199,845,1367,75,22
2200,133,76,100,29
2201,1682,2692,100,28
2202,732,598,50,0
2203,2227,3185,100,27
2204,296,495,50,15
2205,4046,4901,100,39
2206,671,573,75,20
2207,408,338,100,37
2208,2101,2459,100,17
2209,3049,3001,50,26
2210,2080,3579,75,2
2211,2292,3065,75,26
2212,353,1636,50,40
2213,1349,3998,100,38
2214,394,352,75,13
2215,1615,846,50,5
2216,2014,2790,50,45
2217,4061,4162,50,14
2218,205,3691,50,36
2219,4046,3767,100,1
2220,4590,4739,100,7
2221,1622,1236,50,46
2222,4633,4736,100,31
2223,752,658,50,48
2224,1221,1210,75,9
2225,1878,3868,100,14
2226,3386,2682,50,22
2227,829,927,75,35
2228,3965,4365,100,3
2229,2533,3647,75,35
2230,1386,997,50,2
2231,3420,2878,100,43
2232,4133,4345,50,7
2233,2580,3203,75,13
2234,4920,4985,50,29
2235,656,729,75,12
2236,2546,3555,75,25
2237,4335,4381,75,1
2238,4926,4901,50,40
2239,3892,3783,100,28
2240,3850,4031,75,10
2241,769,1195,100,49
2242,4968,4881,75,4
2243,87,557,75,24
2244,2079,3025,75,38
2245,281,936,75,42
2246,448,411,100,23
2247,274,4584,75,44
2248,1938,3065,100,42
2249,4619,4539,75,22
2250,938,1017,75,21
2251,192,170,100,21
2252,4805,4934,100,36
2253,430,4197,75,23
2254,1936,2330,50,21
2255,2900,4724,75,41
2256,723,1829,50,44
2257,1561,1018,100,24
2258,1019,1170,50,36
2259,2741,4508,100,40
2260,2578,3023,50,28
2261,3189,2340,50,19
2262,4189,4437,100,23
2263,1360,825,75,4
2264,1782,1729,100,14
2265,4359,4366,100,22
2266,331,382,50,44
2267,969,2022,75,8
2268,1147,1051,100,42
2269,4637,4534,75,9
2270,4380,4099,50,29
2271,4616,4759,100,49
2272,68,4144,100,41
2273,375,309,100,10
2274,1177,898,50,25
2275,667,1093,100,20
2276,4374,4256,50,4
2277,330,271,100,40
2278,890,4281,100,11
2279,271,4054,50,19
2280,1526,1312,75,31
2281,581,3730,75,45
2282,875,831,75,20
2283,1106,1130,50,3
2284,365,329,50,2
2285,2481,2354,100,8
2286,227,249,75,40
2287,1420,4811,75,48
2288,2127,2634,100,16
2289,901,924,75,12
2290,1768,4172,50,32
2291,1584,1458,100,49
2292,4497,4743,100,9
2293,4444,4595,75,3
2294,1952,2751,50,46
2295,3044,2274,75,43
2296,345,4742,50,11
2297,2593,2063,100,5
2298,1985,2207,50,47
2299,3230,2461,75,18
2300,560,1299,50,47
2301,3474,2603,100,11
2302,3566,3381,100,12
2303,4858,4955,75,14
2304,3661,3799,75,41
2305,137,204,50,36
2306,3463,2212,75,5
2307,4767,4604,50,45
2308,458,344,50,35
2309,1125,775,50,23
